,LOST_DATE,CLOSE_DATE,SHOP_ID,CANAL,MACRO_INDUSTRY,ENGAGEMENT_TYPE,OPPORTUNITY_TYPE,TEAM,LOSS_TYPE,LOST_MRR,COACH,ZIPCODE,CITY,COUNTRY,OPENING_TIME,CLOSING_TIME,IS_CANCELLED,CANCELLED_AT,AUTOMATIC_PLANNING_USES,POPULAR_SHIFTS_COUNT,OPTIMISATION_ACTIVATED_BY_HAND,MEAL_COMPENSATION_ACTIVATED,SEND_REPORT_BY_EMAIL,DAY_BADGING_ACTIVATED,CONFIGURED,BADGING,AUTOMATIC_PLANNING_ACTIVE,INTEGRATIONS,LATITUDE,LONGITUDE,CREATED_AT
448,2022-01-01,2021-09-30,6008,Outbound,Health,Mensuel,Contract Change,,Churn,188.0,hello@skello.io,77000,Melun,FR,2021-03-22 05:00:00.000000000,2021-03-22 22:00:00.000000000,True,2022-01-01 00:00:00.000000000,0,5,False,False,False,True,True,True,False,,48.54045139999999,2.6646103,2020-02-27 17:03:46.397679000
449,2021-08-13,2021-06-30,4415,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,75.65,florian@skello.io,75015,PARIS,FR,2019-11-05 06:00:00.000000000,2019-11-05 23:00:00.000000000,True,2021-08-19 09:35:24.058000000,0,5,False,False,False,False,True,False,False,,,,2019-11-05 15:13:16.802486000
450,2022-03-01,2021-03-10,2385,Outbound,Hospitality,Annuel,Contract Change,,Churn,125.1,marie-victoire@skello.io,75006,Paris,FR,2020-10-27 00:00:00.000000000,2020-10-27 00:00:00.000000000,True,2022-03-23 11:13:26.901000000,0,10,True,True,False,False,True,True,False,,48.845813,2.324388,2018-11-29 16:14:15.393170000
451,2022-01-03,2021-09-02,202,Outbound,Hospitality,Mensuel,Contract Change,,Churn,85.32,timothee@skello.io,59300 ,Valenciennes,FR,2020-09-10 06:00:00.000000000,2020-09-10 22:00:00.000000000,True,2022-02-03 00:00:00.000000000,0,5,False,False,False,False,True,False,False,crepeat,50.3571268,3.5245674,2016-12-16 16:23:45.513116000
452,2021-08-09,2021-05-30,5792,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,119.0,agathe.lemaistre@skello.io,13002,MARSEILLE,FR,2020-03-09 06:00:00.000000000,2020-03-09 01:00:00.000000000,True,2022-03-14 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,43.30673460000001,5.3641865,2020-02-11 17:32:12.094720000
453,2022-03-14,2021-11-29,5792,Outbound,Hospitality,Mensuel,Newbiz,CSM,Churn,139.0,agathe.lemaistre@skello.io,13002,MARSEILLE,FR,2020-03-09 06:00:00.000000000,2020-03-09 01:00:00.000000000,True,2022-03-14 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,43.30673460000001,5.3641865,2020-02-11 17:32:12.094720000
454,2021-07-01,2021-01-31,2070,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 95972 ,ROISSY CHARLES DE GAULLE,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,True,True,False,False,True,False,False,spv,48.9884415,2.5130891,2018-10-08 13:16:08.636794000
455,2021-07-01,2021-01-31,2037,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 59100, ROUBAIX  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-01 00:00:00.000000000,0,5,True,True,False,False,True,False,False,spv,50.6901586,3.1771582,2018-10-08 12:14:51.172441000
456,2021-10-30,2021-09-30,10176,Outbound,Health,Mensuel,Newbiz,Inbound,Churn,158.0,shannen@skello.io,38000,GRENOBLE,FR,2021-10-01 09:00:00.000000000,2021-10-01 20:00:00.000000000,True,2021-10-30 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,,,2021-09-15 14:35:55.038547000
457,2022-02-11,2021-02-19,4484,Outbound,Hospitality,Mensuel,Contract Change,,Churn,144.0,agathe.lemaistre@skello.io,97440,SAINT-ANDRE,RE,2021-10-22 05:00:00.000000000,2021-10-22 02:00:00.000000000,False,,0,5,True,True,False,False,True,True,False,,-20.9617529,55.6608637,2019-11-15 05:08:22.962167000
458,2021-11-29,2021-04-30,4966,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,139.0,hello@skello.io,33150,Cenon,FR,2021-11-07 08:00:00.000000000,2021-11-07 02:00:00.000000000,False,,0,5,True,True,False,False,True,True,False,,44.8575341,-0.532332,2019-12-17 16:49:58.661566000
459,2021-06-10,2020-11-11,5724,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,119.0,marie-victoire@skello.io,75008,Paris,FR,2020-02-10 00:00:00.000000000,2020-02-10 00:00:00.000000000,True,2021-02-09 14:02:08.806000000,0,5,False,True,False,False,True,True,False,,,,2020-02-06 13:34:02.028691000
460,2021-10-21,2020-10-22,1827,Outbound,Hospitality,Annuel,Contract Change,CSM,Churn,160.74,meng-lan@skello.io,33330,Saint-Emilion,FR,2021-07-20 00:00:00.000000000,2021-07-20 00:00:00.000000000,True,2021-11-15 00:00:00.000000000,0,7,True,True,False,False,True,True,False,bhi,44.8927228,-0.1960024,2018-09-07 05:55:51.511211000
461,2021-10-30,2021-02-01,3852,Outbound,Hospitality,Mensuel,Contract Change,,Churn,109.0,marie-victoire@skello.io,35760,SAINT GREGOIRE ,FR,2019-08-26 09:00:00.000000000,2019-08-26 00:00:00.000000000,True,2021-10-30 00:00:00.000000000,0,5,False,True,False,False,True,False,False,,48.151727,-1.698781,2019-08-30 08:48:29.212860000
462,2021-07-01,2021-01-31,2045,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 13008 ,MARSEILLE  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-01 00:00:00.000000000,0,5,True,True,False,False,True,False,False,spv,43.2472588,5.3901515,2018-10-08 12:41:44.486867000
463,2021-08-30,2021-03-27,6068,Outbound,Hospitality,Annuel,Contract Change,CSM,Churn,59.0,marie-victoire@skello.io,83990,SAINT TROPEZ,FR,2020-03-09 08:00:00.000000000,2020-03-09 01:00:00.000000000,True,2021-10-24 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,,,2020-03-09 16:03:45.103750000
464,2021-09-15,2020-12-20,3817,Inbound,Hospitality,Mensuel,Contract Change,CSM,Churn,109.0,hello@skello.io,68300,Saint-Louis,FR,2020-08-10 06:00:00.000000000,2020-08-10 01:00:00.000000000,True,2021-09-30 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,47.584094,7.565358799999999,2019-08-22 06:31:04.077525000
465,2022-02-10,2021-04-28,5889,Outbound,Hospitality,Mensuel,Contract Change,,Churn,125.1,agathe.lemaistre@skello.io,44150,ANCENIS,FR,2021-09-28 06:00:00.000000000,2021-09-28 04:00:00.000000000,False,,0,5,True,True,False,False,True,True,False,,47.363647,-1.178478,2020-02-19 10:08:03.953041000
466,2022-01-17,2021-04-30,9044,Outbound,Retail,Mensuel,Newbiz,Outbound,Churn,109.0,maelle.briot@skello.io,39100,CHOSIEY,FR,2021-12-02 07:00:00.000000000,2021-12-02 19:00:00.000000000,True,2022-01-17 00:00:00.000000000,0,5,False,True,False,False,True,False,False,,47.068717,5.4553342,2021-04-23 12:40:07.163605000
467,2021-07-01,2021-01-31,2050,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 79000 ,NIORT  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-01 00:00:00.000000000,0,10,True,True,False,False,True,False,False,spv,46.3087285,-0.4841534999999999,2018-10-08 12:48:05.925351000
468,2021-11-29,2020-12-31,8155,Outbound,Retail,Mensuel,Newbiz,Inbound,Churn,139.0,hello@skello.io,94100,SAINT-MAUR-DES-FOSSES,FR,2021-03-19 07:00:00.000000000,2021-03-19 18:00:00.000000000,True,2021-11-29 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,48.7963607,2.4943122,2020-12-22 16:27:24.038117000
469,2022-03-30,2021-03-31,3277,Outbound,Retail,Annuel,Contract Change,,Churn,83.385,timothee@skello.io,97600,MAMOUDZOU ,YT,2021-08-27 00:00:00.000000000,2021-08-27 00:00:00.000000000,False,,0,5,True,True,False,False,True,False,False,,-12.78515,45.2257595,2019-05-10 11:15:53.142380000
470,2021-12-30,2021-06-15,7859,Outbound,Retail,Mensuel,Contract Change,,Churn,158.0,marie.t@skello.io,30820,CAVEIRAC,FR,2021-01-25 08:00:00.000000000,2021-01-25 20:00:00.000000000,True,2021-12-30 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,43.820318,4.290813,2020-11-22 09:52:05.610133000
471,2022-03-30,2021-03-23,8763,Outbound,Retail,Annuel,Roll-out,,Churn,83.385,timothee@skello.io,97600,MAMOUDZOU,YT,2021-08-27 06:00:00.000000000,2021-08-27 23:00:00.000000000,False,,0,5,False,True,False,False,True,False,False,,-12.7572207,45.230215,2021-03-22 13:12:17.865760000
472,2021-06-25,2021-04-30,9145,Outbound,Retail,Mensuel,Newbiz,Outbound,Churn,109.0,adele@skello.io,59160,LOMME,FR,2021-04-30 05:00:00.000000000,2021-04-30 20:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,,,2021-04-30 08:17:20.420787000
473,2021-08-13,2021-06-30,5700,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,75.65,florian@skello.io,75009,Paris,FR,2020-03-16 08:00:00.000000000,2020-03-16 22:00:00.000000000,True,2021-08-19 09:34:39.757000000,0,5,False,False,False,False,True,False,False,,,,2020-02-03 16:37:48.458757000
474,2022-03-01,2022-01-15,8320,Outbound,Retail,Annuel,Renewal,CSM,Churn,125.1,marie-victoire@skello.io,26300,PIZANCON,FR,2021-01-22 06:00:00.000000000,2021-01-22 21:00:00.000000000,True,2022-03-01 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,45.0308662,5.0782508,2021-01-21 09:34:28.083380000
475,2021-06-15,2021-06-02,3504,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,139.0,ilona.dronne@skello.io,75017,PARIS,FR,2019-06-17 00:00:00.000000000,2019-06-17 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,48.8848583,2.2997023,2019-06-17 12:35:41.944935000
476,2021-08-26,2019-12-23,4992,Inbound,Hospitality,Mensuel,Newbiz,Inbound,Churn,74.0,marie-victoire@skello.io,92800,Puteaux,FR,2020-01-27 00:00:00.000000000,2020-01-27 00:00:00.000000000,False,,0,5,False,False,False,False,True,True,False,,48.8915181,2.2378178,2019-12-18 20:33:42.720778000
477,2022-02-14,2021-06-30,9550,Outbound,Health,Mensuel,Newbiz,Outbound,Churn,109.0,hello@skello.io,11000,CARCASSONNE (11000),FR,2021-08-05 08:00:00.000000000,2021-08-05 20:00:00.000000000,True,2022-02-14 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,43.2198083,2.3415717,2021-06-18 15:37:13.800286000
478,2022-01-02,2021-02-01,7300,Inbound,Retail,Mensuel,Contract Change,Account Management,Churn,109.0,hello@skello.io,77176,SAVIGNY LE TEMPLE,FR,2020-10-22 08:00:00.000000000,2020-10-22 01:00:00.000000000,True,2022-01-02 00:00:00.000000000,0,5,True,True,False,False,True,False,False,,48.6022913,2.5676536,2020-09-17 09:33:13.905161000
479,2021-11-23,2021-10-31,10476,Inbound,Retail,Mensuel,Newbiz,Outbound,Churn,179.8,dennis@skello.io,56890,SAINT AVE,FR,2021-10-05 06:00:00.000000000,2021-10-05 00:00:00.000000000,True,2021-11-23 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,47.681191,-2.7362183,2021-10-05 07:42:35.890102000
480,2022-03-30,2021-03-31,1633,Outbound,Retail,Annuel,Contract Change,,Churn,83.385,timothee@skello.io,97600,MAMOUDZOU,YT,2021-08-27 06:00:00.000000000,2021-08-27 00:00:00.000000000,False,,0,5,False,True,False,False,True,False,False,,-12.7809488,45.227872,2018-07-04 06:23:48.375901000
481,2021-09-07,2021-06-02,4015,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,89.0,timothee@skello.io,75009,Paris,FR,2019-05-13 08:00:00.000000000,2019-05-13 22:00:00.000000000,True,2021-09-30 00:00:00.000000000,0,5,False,True,False,False,True,False,False,,48.8739752,2.3280554,2019-09-19 15:25:45.527375000
482,2021-06-28,2021-02-01,4373,Inbound,Health,Annuel,Contract Change,CSM,Churn,80.1,minea@skello.io,34470,PEROLS,FR,2022-05-09 00:00:00.000000000,2022-05-09 00:00:00.000000000,False,,0,10,False,True,False,False,True,True,False,,43.58025970000001,3.9379792,2019-10-29 16:11:35.187977000
483,2021-09-15,2021-08-17,5740,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,119.0,marie-victoire@skello.io,75009,Paris,FR,2020-02-24 00:00:00.000000000,2020-02-24 00:00:00.000000000,True,2021-08-16 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,,,2020-02-07 10:50:03.348622000
484,2022-03-30,2021-03-31,658,Inbound,Hospitality,Annuel,Contract Change,Account Management,Churn,125.1,maelle.briot@skello.io,93230,Romainville,FR,2016-05-16 03:00:00.000000000,2016-05-17 00:00:00.000000000,True,2022-03-30 00:00:00.000000000,0,5,True,True,False,False,True,True,False,,48.8850139,2.4341491,2017-10-09 08:53:09.214285000
485,2022-01-03,2021-09-02,685,Outbound,Hospitality,Mensuel,Contract Change,,Churn,85.32,timothee@skello.io,27930,GUICHAINVILLE,FR,2020-09-10 07:00:00.000000000,2020-09-10 22:00:00.000000000,True,2022-02-03 00:00:00.000000000,0,5,True,True,False,False,True,False,False,crepeat,49.0138976,1.1736423,2017-10-24 12:35:15.181595000
486,2022-01-11,2021-10-13,3780,Inbound,Health,Mensuel,Contract Change,,Churn,109.0,hello@skello.io,21000,DIJON,FR,2021-12-02 07:00:00.000000000,2021-12-02 20:00:00.000000000,True,2022-01-17 14:19:23.779000000,0,5,False,False,False,False,True,False,False,,47.3226868,5.0374587,2019-07-31 13:40:21.231331000
487,2021-09-29,2020-10-14,7489,Outbound,Retail,Annuel,Newbiz,Outbound,Churn,169.2,nina@skello.io,33550,LANGOIRAN,FR,2020-10-15 05:00:00.000000000,2020-10-15 21:00:00.000000000,True,2021-11-19 00:00:00.000000000,0,5,True,False,False,False,True,True,False,,,,2020-10-12 08:42:38.255457000
488,2021-11-18,2021-09-30,5787,Outbound,Hospitality,Mensuel,Contract Change,,Churn,125.1,agathe.lemaistre@skello.io,06400,CANNES,FR,2020-10-02 05:00:00.000000000,2020-10-02 03:00:00.000000000,True,2021-11-18 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,43.5533683,7.0227882,2020-02-11 17:15:30.757106000
489,2021-09-17,2021-04-30,9007,Outbound,Hospitality,Mensuel,Newbiz,Outbound,Churn,158.0,paul.b@skello.io,34000,MONTPELLIER ,FR,2021-04-20 10:00:00.000000000,2021-04-20 00:00:00.000000000,True,2021-10-15 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,,,2021-04-20 16:09:39.912623000
490,2022-03-28,2022-02-08,12687,Inbound,Hospitality,Mensuel,Newbiz,Inbound,Churn,188.0,edgar@skello.io,91330,Yerres,FR,2022-02-02 08:00:00.000000000,2022-02-02 04:00:00.000000000,True,2022-03-28 00:00:00.000000000,0,5,False,True,False,False,True,False,True,,48.7270346,2.4994125,2022-02-02 10:58:38.434422000
491,2022-03-06,2021-09-30,4204,Outbound,Hospitality,Mensuel,Contract Change,,Churn,139.0,hello@skello.io,59720,LOUVROIL,FR,2020-07-12 00:00:00.000000000,2020-07-12 00:00:00.000000000,True,2022-03-07 00:15:10.335994000,0,5,True,True,False,False,True,True,False,,50.253545,3.9416732,2019-10-14 16:48:04.161733000
492,2022-01-30,2021-01-21,1250,Outbound,Hospitality,Annuel,Renewal,,Churn,79.0,maelle.briot@skello.io,78240,CHAMBOURCY,FR,2020-09-30 08:00:00.000000000,2020-09-30 01:00:00.000000000,False,,0,5,True,True,False,False,True,False,False,,48.9115033,2.0352482,2018-03-22 12:08:29.097697000
493,2022-01-03,2021-08-31,157,Outbound,Hospitality,Mensuel,Contract Change,,Churn,85.32,timothee@skello.io,78110,Le Vésinet,FR,2020-09-10 07:00:00.000000000,2020-09-10 21:00:00.000000000,True,2022-02-03 00:00:00.000000000,0,5,False,True,False,False,True,False,False,crepeat,48.8940892,2.133454,2016-11-03 13:08:18.547237000
494,2021-08-13,2021-06-30,2005,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,75.65,walid.ext@skello.io,13100,AIX EN PROVENCE,FR,2020-03-16 00:00:00.000000000,2020-03-16 00:00:00.000000000,True,2021-08-16 17:57:46.726000000,0,5,False,False,False,False,True,False,False,payfit,43.5284505,5.4491774,2018-10-05 12:47:06.481355000
495,2022-01-24,2021-05-12,5858,Inbound,Hospitality,Mensuel,Newbiz,Inbound,Churn,139.0,emma@skello.io,34000,Montpellier,FR,2020-02-17 00:00:00.000000000,2020-02-17 00:00:00.000000000,True,2022-01-24 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,43.6085613,3.8803857,2020-02-17 16:25:29.507754000
496,2022-01-01,2021-08-31,5328,Outbound,Hospitality,Mensuel,Contract Change,,Churn,40.87,timothee@skello.io,,,FR,2018-10-12 05:00:00.000000000,2018-10-12 21:00:00.000000000,True,2022-03-09 16:51:05.128000000,0,12,True,False,False,False,True,True,False,hanagroup,,,2020-01-08 19:16:02.080896000
497,2021-10-08,2021-09-30,10228,Outbound,Retail,Mensuel,Newbiz,Outbound,Churn,109.0,julian.s@skello.io,07200,Aubenas,FR,2021-09-21 00:00:00.000000000,2021-09-21 00:00:00.000000000,True,2021-10-15 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,,,2021-09-20 13:35:16.138546000
498,2021-11-10,2021-01-29,8337,Inbound,Hospitality,Mensuel,Newbiz,,Churn,109.0,marie-victoire@skello.io,31600,Muret,FR,2021-10-22 03:00:00.000000000,2021-10-22 20:00:00.000000000,True,2021-11-10 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,43.4597742,1.3265973,2021-01-25 09:18:41.380627000
499,2022-01-03,2021-09-23,7420,Outbound,Hospitality,Mensuel,Roll-out,,Churn,85.32,timothee@skello.io,38130,Échirolles,FR,2020-10-05 08:00:00.000000000,2020-10-05 22:00:00.000000000,True,2022-02-03 00:00:00.000000000,0,5,False,True,False,False,True,False,False,crepeat,45.1569167,5.7309814,2020-10-05 13:04:50.042339000
500,2022-01-12,2022-04-15,9952,Outbound,Hospitality,Mensuel,Newbiz,CSM,Churn,170.0,maelle.briot@skello.io,73100,Aix les Bains,FR,2021-10-07 00:00:00.000000000,2021-10-07 23:00:00.000000000,True,2022-01-14 15:43:17.943000000,0,5,False,True,False,False,True,False,False,,45.6739938,5.9097421,2021-08-06 08:16:23.731606000
501,2022-01-10,2021-06-30,9648,Outbound,Hospitality,Mensuel,Newbiz,Outbound,Churn,109.0,agathe.lemaistre@skello.io,42300,MABLY,FR,2021-07-20 09:00:00.000000000,2021-07-20 01:00:00.000000000,True,2022-01-10 00:00:00.000000000,0,5,False,True,False,False,True,False,False,,46.0642401,4.0576155,2021-06-29 07:43:23.838008000
502,2022-03-16,2022-03-04,12056,Self Serve,Industry & Services,Mensuel,Newbiz,Account Management,Churn,109.0,hello@skello.io,,,FR,2022-01-13 09:00:00.000000000,2022-01-13 18:00:00.000000000,True,2022-03-14 14:36:13.128000000,0,5,False,False,False,False,True,False,False,,37.6752215,-97.409806,2022-01-13 17:22:18.502889000
503,2021-12-30,2020-12-22,8132,Outbound,Retail,Annuel,Newbiz,,Churn,152.28,agathe.lemaistre@skello.io, 97400, St Denis,FR,2021-06-04 07:00:00.000000000,2021-06-04 19:00:00.000000000,False,,0,5,True,False,False,False,True,True,False,,-20.8794465,55.45187079999999,2020-12-18 14:24:18.889586000
504,2021-12-30,2021-05-12,6460,Outbound,Retail,Mensuel,Contract Change,,Churn,92.65,agathe.lemaistre@skello.io,46000,cahors,FR,2020-09-25 05:00:00.000000000,2020-09-25 22:00:00.000000000,True,2021-12-30 00:00:00.000000000,0,5,False,False,False,False,True,False,False,,44.44742919999999,1.4428344,2020-05-20 15:55:03.279239000
505,2021-09-15,2021-08-17,5726,Outbound,Hospitality,Mensuel,Contract Change,,Churn,119.0,marie-victoire@skello.io,75010,Paris,FR,2020-03-09 00:00:00.000000000,2020-03-09 00:00:00.000000000,True,2021-08-16 00:00:00.000000000,0,5,True,True,False,False,True,True,False,,,,2020-02-06 13:41:30.458999000
506,2021-07-09,2021-06-30,9505,Inbound,Hospitality,Mensuel,Newbiz,Inbound,Churn,188.0,shannen@skello.io,68270,Mulhouse,FR,2021-06-13 11:00:00.000000000,2021-06-13 00:00:00.000000000,True,2021-08-16 00:00:00.000000000,0,5,False,True,False,False,True,False,False,,,,2021-06-13 22:26:48.979788000
507,2021-06-09,2021-03-01,3201,Inbound,Hospitality,Mensuel,Contract Change,CSM,Churn,139.0,maelle.briot@skello.io,91310,Montlhéry,FR,2019-04-24 04:00:00.000000000,2019-04-24 21:00:00.000000000,True,2021-05-18 13:50:38.982000000,0,5,True,True,False,False,True,True,False,,48.6522882,2.2721275,2019-04-24 06:52:01.374605000
508,2021-10-12,2021-05-31,9374,Outbound,Retail,Mensuel,Newbiz,Outbound,Churn,188.0,yann.m@skello.io,59360,LE CATEAU,FR,2021-05-28 05:00:00.000000000,2021-05-28 20:00:00.000000000,True,2021-10-12 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,,,2021-05-28 10:06:10.556836000
509,2021-06-01,2018-12-14,2395,Outbound,Hospitality,Mensuel,Newbiz,,Churn,89.0,kylian.frizzarin@skello.io,75009,Paris,FR,2021-02-24 08:00:00.000000000,2021-02-24 00:00:00.000000000,True,2021-06-30 00:00:00.000000000,0,5,True,True,False,False,True,False,False,,48.875682,2.3481175,2018-12-04 17:09:40.154888000
510,2021-07-01,2021-03-01,2028,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io, 91021 x, 91021 EVRY,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-01 00:00:00.000000000,0,5,True,True,False,False,True,False,False,spv,48.6165674,2.4244442,2018-10-08 12:01:04.807225000
511,2022-01-27,2021-11-30,4666,Outbound,Retail,Mensuel,Contract Change,CSM,Churn,109.0,meng-lan@skello.io,05130,Tallard,FR,2019-11-28 06:00:00.000000000,2019-11-28 21:00:00.000000000,False,,0,5,True,False,False,False,True,False,False,,44.4617437,6.0546419,2019-11-28 15:03:51.680617000
512,2021-12-26,2019-06-17,3440,Outbound,Hospitality,Mensuel,Newbiz,Outbound,Churn,119.0,marie@skello.io,75017,PARIS,FR,2019-06-03 05:00:00.000000000,2019-06-03 20:00:00.000000000,False,,0,5,True,True,False,False,True,True,False,,48.8786046,2.2953899,2019-06-06 13:02:03.235190000
513,2021-07-19,2021-05-30,9387,Inbound,Health,Annuel,Newbiz,Inbound,Churn,125.1,edgar@skello.io,57100,Thionville,FR,2021-05-31 08:00:00.000000000,2021-05-31 19:00:00.000000000,True,2021-07-19 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,,,2021-05-31 06:16:44.249181000
514,2022-01-04,2021-09-30,10432,Inbound,Hospitality,Mensuel,Newbiz,Inbound,Churn,139.0,baptiste@skello.io,72650,SAINT SATURNIN,FR,2021-10-18 09:00:00.000000000,2021-10-18 00:00:00.000000000,True,2022-01-04 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,48.0524093,0.166423,2021-09-29 16:48:08.426327000
515,2022-02-27,2021-02-01,5745,Outbound,Health,Mensuel,Contract Change,,Churn,109.0,hello@skello.io,31700,CORNEBARRIEU,FR,2020-02-07 07:00:00.000000000,2020-02-07 20:00:00.000000000,True,2022-04-15 00:00:00.000000000,0,5,True,True,False,False,True,False,False,,43.6549979,1.3234912,2020-02-07 15:34:56.641320000
516,2021-12-10,2021-02-28,8475,Outbound,Retail,Mensuel,Newbiz,Outbound,Churn,139.0,louise@skello.io,85400,Luçon,FR,2021-02-15 06:00:00.000000000,2021-02-15 20:00:00.000000000,True,2021-12-10 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,46.4601489,-1.1476243,2021-02-11 10:20:06.590305000
517,2022-03-30,2021-03-31,1631,Outbound,Hospitality,Annuel,Contract Change,,Churn,83.385,timothee@skello.io,97600,MAMOUDZOU,YT,2020-12-22 05:00:00.000000000,2020-12-22 23:00:00.000000000,False,,0,5,True,False,False,False,True,False,False,,-12.7809488,45.227872,2018-07-04 06:17:12.788729000
518,2021-07-01,2021-01-31,2023,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,78.0,constance@skello.io,33700 ,MERIGNAC ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,False,True,False,False,True,False,False,spv,44.8339019,-0.6829124,2018-10-08 11:04:55.069108000
519,2021-07-25,2021-07-22,3977,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,109.0,hello@skello.io,34990,Juvignac,FR,2021-02-09 00:00:00.000000000,2021-02-09 00:00:00.000000000,True,2021-08-30 00:00:00.000000000,0,5,True,True,False,False,True,False,False,,43.627243,3.8040859,2019-09-16 15:06:38.676051000
520,2021-11-23,2021-10-31,10477,Inbound,Retail,Mensuel,Newbiz,Outbound,Churn,179.8,dennis@skello.io,56000,VANNES,FR,2021-10-05 06:00:00.000000000,2021-10-05 00:00:00.000000000,True,2021-11-23 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,47.6587849,-2.7589245,2021-10-05 07:43:17.065831000
521,2022-01-03,2021-09-02,7101,Outbound,Hospitality,Mensuel,Contract Change,,Churn,85.32,timothee@skello.io,67100,Strasbourg,FR,2020-08-24 08:00:00.000000000,2020-08-24 22:00:00.000000000,True,2022-02-03 00:00:00.000000000,0,5,False,True,False,False,True,False,False,crepeat,48.5734507,7.759013899999998,2020-08-24 09:09:01.262356000
522,2021-07-01,2021-05-31,9356,Outbound,Health,Mensuel,Newbiz,Outbound,Churn,119.0,perrine@skello.io,PHARMACIE DU SOLEIL,BEAUSOLEIL,FR,2021-05-31 07:00:00.000000000,2021-05-31 20:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,,,2021-05-27 15:33:47.671081000
523,2022-01-27,2021-06-30,9668,Outbound,Industry & Services,Mensuel,Newbiz,Outbound,Churn,188.0,dennis@skello.io,42450,SURY LE COMTAL,FR,2021-07-19 00:00:00.000000000,2021-07-19 00:00:00.000000000,True,2022-01-27 00:00:00.000000000,0,5,False,False,False,False,True,True,False,,45.5267991,4.1851025,2021-06-30 14:42:45.102704000
524,2021-09-29,2020-09-22,7336,Inbound,Hospitality,Annuel,Newbiz,Inbound,Churn,109.0,marie-victoire@skello.io,75002,Paris,FR,2020-09-22 00:00:00.000000000,2020-09-22 00:00:00.000000000,True,2021-10-29 00:00:00.000000000,0,5,False,True,False,False,True,True,False,,,,2020-09-22 14:38:45.316104000
525,2021-07-01,2021-01-31,2064,Outbound,Hospitality,Mensuel,Contract Change,CSM,Churn,100.0,constance@skello.io, 31700 ,BLAGNAC  ,FR,2020-08-27 00:00:00.000000000,2020-08-27 00:00:00.000000000,True,2021-07-12 00:00:00.000000000,0,10,False,True,False,False,True,False,False,spv,43.626915,1.3823867,2018-10-08 13:08:19.927986000
